DeviceToken,os_version
38CBDF58-B6DD-4673-9DC1-DC90C320D4EB,Android
819EBAE0-7BD5-4A83-AB82-04F29F136ADE,Android
C2975C77-8A49-4F3F-9BF2-98CC6462C735,iOS
2B35C13A-C6D9-40F6-9859-383B6DD78D05,Android
D33CE84F-5710-4DCD-92A6-B56CCEA7EE03,Android
1A2209C8-6199-4E3D-8C7B-4AF65699E68F,Android
97A74729-542C-4666-A28F-A47686B5F10E,iOS
C6D21B6A-3358-4E27-B723-812A961A75DD,Android
CBEFD565-3AD3-4C91-BF18-2E737C8CF28D,iOS
C614251F-8F28-4D64-AFE2-5907E596C279,iOS
1F4EFFC0-3687-4CEE-A70D-144EE6F9874C,Android
EC392CD8-8343-4EFF-8117-1DE7445A5B8F,Android
07F7AF28-8A23-400D-BD04-3D998465B6E7,iOS
BC49A105-175C-47D9-8589-1F46D30567EF,Android
45DE3585-45B0-4922-B443-9CD35003CCE3,iOS
024C31BF-4729-48FB-9DE3-CF5129AF0B03,Android
F7CF4B91-D384-41D6-BEE5-255FB1778B17,iOS
8026DD05-B942-4458-BD99-3BB10A5C1AAF,Android
0DAB1435-2ACC-4E57-BC37-514CE10D9F87,iOS
E0E42237-F043-496C-92B9-066415D27B39,iOS
DB1E9216-1123-4585-9ED9-93446B401E0D,Android
3AE3841F-8466-4CB5-936E-E9178BB01DF7,iOS
CED56DA1-CFC1-45C5-9A6A-F833AACBBEEC,Android
E86349AD-7A91-4E3F-9214-84273AF75251,Android
E2097DEE-9914-4CD3-A75D-4FCF08168A50,iOS
A4602209-DB65-43C4-B86F-EDE7620D1592,Android
58F01E05-6650-4764-9C4B-862C79D04436,Android
49A3B2DE-6BE7-4521-A585-328777FB2E52,Android
E5C94AE0-DA42-4920-8CD8-C827F2A96E3B,Android
01CA2F40-2A78-44C0-9830-42FAC529B12C,Android
BD5520F4-E35E-466F-8F93-EE87F5CF8FAA,Android
1762A835-C53B-41F5-A64A-6E8146BB9BE0,iOS
8945DB2D-245D-48BC-8A0D-F5003B1336FC,iOS
188A693D-A226-47D9-ACE9-E417BE0D3ACE,Android
D6BB43C6-26F2-4CC9-B6A2-70AC0394AB72,iOS
65806EA4-3740-439C-AD99-7BFCAD94B226,Android
0145C030-7BBF-444C-B36E-2FC3E0E6A130,iOS
360BD4F7-51B7-40BA-9550-0E68074F13F0,iOS
4E98CB80-C822-474E-89C2-9499540EA479,iOS
6271F2D5-683B-44F0-B7FE-D507427FDBB4,iOS
8DC3CE27-2B5F-4F93-ABD8-8E73583F0D97,Android
1B949612-CF2B-4E30-B760-5CBC3B9F8A1B,Android
CAFC2CBF-5EEB-4030-BACE-A04FA65EB1D3,iOS
7D9328CF-0B02-442E-8E1C-8D657BF01A32,iOS
DAEEC36A-2D08-4274-A9B0-B6F920291D4B,Android
2E782B3C-E3EF-40D0-9E4A-5883A0CA3755,Android
F415BE71-94F8-4B0E-ADE8-405D99214D2D,Android
D79CF28D-BF66-4212-8469-D6BD9DC80535,iOS
59B977EB-0EE9-4D6B-A0EF-3ABB6BE1B39C,Android
2F113D67-0D84-49D0-B6BB-3A50E6A7261C,Android
30682B46-FAAC-4577-AC46-071572594210,Android
B80DEBE5-869A-49A0-AF56-7BB4C14424C6,Android
1D18118D-D46B-425B-BF00-73CE417DC110,iOS
0BA0A854-A065-4BF6-B353-A61A74D27EED,iOS
C4F419A5-3B19-4E4C-B0EA-DDE9A15EF92E,Android
066ED9E7-A203-49E4-A383-F2A78E0ECD4B,iOS
335D06B9-4CB8-421E-854B-1B90122D781C,iOS
52E9CE50-E6B7-4D7A-BAF0-011AB6E9D6B5,iOS
98D02AA8-A9B5-42F5-9EF2-1F37855CEF8C,iOS
5C97D53D-12DB-481D-8ABB-375753E5541C,Android
795CC596-93A1-4C9C-8D08-E84600BA8B9D,iOS
55939B84-1816-420A-8B97-BA3DBA21831B,Android
BC06C6E4-8579-4910-996C-9A46AC5B664A,Android
456F9C9E-B216-4287-B5F3-56CB5AFF5792,Android
3E36DB38-3B35-4C76-905E-FB9BDECC5E89,iOS
21551A13-7229-4656-B346-3447BDE276BF,Android
FC883EAD-612E-448D-8323-7AEF89C0F390,iOS
8A3DFC83-AA93-421B-8A1F-1ECFB830E2CD,iOS
A55E3C1E-9F18-4AA5-8F46-401A3225FAC7,Android
54E0C4A0-4395-4065-93DE-7D7AC8E45A85,iOS
43F5038E-25D0-4AC3-8738-835591F426AB,Android
A7BB8D30-CDA9-4BE2-9548-67720E6DAF46,Android
A39E456B-A5ED-40EE-A3F6-3757C13C5EAF,Android
DE780088-8BAD-4357-82BB-CD0F0D3901C0,Android
852D2E00-F172-45A7-88AA-71F874391443,Android
CB3D254F-21DE-4457-922B-0CCEB35B5CF2,iOS
7769F4BC-E28C-4A8E-B792-FB223F6A5DED,Android
73C4F478-497B-4768-AD3D-8CE72FEC550C,iOS
3C75F166-4B77-4612-B005-AC6993D7AC70,iOS
30FF145D-487A-4AAC-BE15-9FDE4A86D53D,iOS
8C578A7A-D6FB-49A7-841F-18E75ED603CE,Android
0D1A8E0F-C445-4D27-B96E-E87A23FD01AD,iOS
834F6D99-CC74-4E4A-BB90-4030A9A4EA29,Android
5F9C4A3C-90C7-41EA-A503-BFD6520BD4EA,iOS
5874CD02-6D82-4BF9-9A99-E74067E8BCA2,iOS
9848C405-68FE-4B2D-9789-6ECA0D4C498D,Android
1C023BF3-480D-4131-9EEF-3E3DC8E6F9FF,Android
A4B49F37-2F3D-46DF-ACE3-8880E25D13F9,iOS
D004C6E8-A460-449D-9AC9-E623E92C5AAB,Android
3B4BB429-B2D2-4239-AC97-8DEE912C8A3D,Android
CE41152B-BDD6-4EA5-B51E-082F0D47E794,Android
F938F535-93C6-4EFC-845B-FBADDC203A6A,Android
0432458C-DB8C-44BF-9268-98056B9DA4B9,iOS
71B2980B-415B-4600-8E7F-76DDA3BAF1F4,Android
1A4BA680-1196-42F3-A149-B0580E1585B3,Android
C1E35A48-FD4C-4230-B5EB-FA38D4149AE7,iOS
9EA75BDA-BC57-4A02-8231-9A31697975C7,Android
90B223A0-80A1-4227-AAE8-1F20E9BF2AE8,Android
D3BD49DB-66A0-4E23-B67C-DB1412285120,iOS
B853974D-4A17-4982-895E-521CAA19379C,Android
A168F635-11A1-42EC-BC9E-6AA083F77983,Android
3A908BCC-4729-4AFE-966B-7EFF619AB2A5,iOS
9F9C63CC-4890-453D-8124-564FF78AAB74,iOS
2A51155E-39F3-4505-BB12-FA9C8CF6E018,Android
C6B96273-41AF-49CB-9BD2-34BBA92A72BF,Android
96D6661F-6027-4196-8B5B-2332585FE0DF,Android
CDF608DF-5610-47ED-87EA-598DFB406E08,iOS
862DED13-F985-4D62-94C2-7902EE04DB7E,Android
D79650D6-21B3-405C-BBFE-46184A642F98,Android
2248CA31-C8B6-4A11-91CF-2C6FDF378D68,Android
080E4ADE-8C02-4B92-86E2-85CC037B1C70,Android
F56EE3EB-7C33-47FE-A0C0-1B878AA9C8CA,iOS
3765FC00-10C9-49FD-BECB-15D989148710,iOS
46E15C7A-7060-4570-9D8C-FF550C60E784,Android
F19AB44E-BDD1-4F4D-B8A8-4662BFA2FBE2,iOS
DBDEA724-B2FF-43A2-8C46-04C87E4FC75B,iOS
9CEBDBD1-8F8F-4411-9381-1C692A3B0FC6,iOS
DA4A5311-35F1-4BF2-AB73-A215BDBFF1AF,iOS
ED17D69B-3F56-49A2-9871-4BE970ED4AB7,Android
700D1397-AB81-4EC4-AFD3-9AEA3C0B4CDF,Android
EEB1AF89-9B0D-4EB4-B6BF-FBB4FB5D7ABA,Android
F9433BB2-BA17-4E5C-88B6-AFA4AD61B216,iOS
F9BFB6DE-A18A-4CA1-809E-124F55EBBECE,Android
95A7B39E-EFEF-4678-8050-78F2E9575FCC,iOS
FF9F7C1F-F051-4784-992D-A9B6CF6E20EB,iOS
A745586D-5D9F-4E48-8224-F4D6AEA12A3F,iOS
B530551C-82F9-48E6-8568-BFB990C144F5,Android
A31D6D86-C022-4389-A0FA-40F0616FB6BD,iOS
557E166D-1F70-49E0-B0FB-6FD785004A11,Android
61E33803-C2BA-460F-9E9E-204A9A300411,Android
D5BD3ABB-A16D-4B2D-8F99-9118894596A6,iOS
5C5BC20A-847D-4232-884E-0792AA7BF5A8,Android
9F3B9FD2-8358-4986-92E1-A07472F98050,Android
5F2CC5D5-6152-46F4-B0FC-BB2EB38D09B9,iOS
F13ED4F7-0C36-4B5F-B07C-184ECD699815,iOS
CADCEEAB-B6E5-4FC5-A6E3-AC400826BCFB,iOS
439EDEC2-03EE-4746-81CA-BEB89A7FC37A,Android
381845FF-F543-49D0-84B7-CE0D57311BB6,Android
DAB58C81-58EA-4C6F-A797-1C9EE17A4B1D,iOS
2C7CCA33-0A84-48C9-B108-6392EF6DAD56,Android
239D1BAA-9578-4363-A6BF-129A8844AEF8,Android
AA8F9109-2468-4C0E-A101-9D7D84176F99,Android
D70222AE-04D3-4F65-9721-587C90F23EEC,iOS
4727BD7D-BD71-4D3C-A3ED-5AB690643014,iOS
B18ED163-CA75-4BA3-8178-C9D69D6227F3,iOS
617F4AF2-53B3-4F47-955C-7AE210526935,Android
49AB533A-066B-4C54-A9FB-034EDFD823EC,iOS
05758A53-D3EE-44CC-95AD-1B538CF5E769,Android
91A38D50-3978-4BF8-B3D7-66FB5CE4F71B,Android
E2444A03-12EF-4F51-B793-37A5F95E1C9B,iOS
336AC432-637E-41CE-8C2D-E15D914AB3EA,Android
12D4137B-34F1-4EC9-87A6-FB31040742F9,iOS
D253CEBF-8540-4C5B-A1E9-A5F2FED252A5,Android
0870BC7A-2C45-4EFB-A60A-8AA90228A670,Android
EE1AAE9E-F8ED-4D53-889C-A751306B79F4,Android
7115CAE7-4DB7-4D60-8342-5E34B06E6DEA,iOS
B4037205-27C4-4911-9323-BD15AEA48C15,Android
3245ACB7-2F78-412B-B50B-6E3760BA44F4,iOS
64565D1E-1BB9-40C0-8DE6-34E04A9EF1CD,iOS
145F9B3C-350B-4586-88E2-D117B256776D,Android
8701E642-9653-48A4-9D24-FCDF865CEDC5,Android
B3405FAC-49C6-4A00-BFD9-A8E277074949,Android
ADE67697-07C8-4CE6-B796-0BE4C8380063,iOS
3BAEDDC5-4276-4FD9-9870-1495500EC37E,Android
4E853963-DB04-4157-8B8A-7DE92769AC6B,iOS
5E55919D-59B9-4618-A00E-A56AE17A5810,iOS
DC4938A6-DA91-4210-BACD-ACD234B7725D,Android
23262B52-BA26-4FCD-9B73-5D68DA2AA973,iOS
FBC49295-A37F-4484-83BD-D4A9960EAAF2,Android
2A9099C7-7E4A-4858-865F-03506987587D,iOS
1A69B240-BFB0-4A3E-87CE-9F557C0BF642,Android
38144F57-4520-44A4-9366-F4C43B82AFA6,Android
F3D0EC1E-4A4C-444B-AA31-ACEB2B17EC2E,Android
E0EED44E-E0A9-479D-8970-BFE8A7E7D136,iOS
55E9C044-38D1-4770-A105-B9FE660C175E,Android
25B0C1A4-942A-422E-A508-D13A878F9987,Android
FE1755A6-CABC-41D9-84F7-3A0F8D4D58A5,iOS
91564296-F6CF-4196-89F8-F2DFC0A31F2E,iOS
D190A31D-20C1-434C-8F96-CAB5A58D77B0,Android
14C1933C-2E75-44F9-90D1-78A38A1200F8,iOS
E315FDD5-F373-4054-A268-84896DFE428B,Android
6B21AAC8-AFA7-44FA-A846-002B012F34AF,Android
84971C7E-412A-4FD4-8E22-569A4CD60F05,iOS
AFB29581-BE73-4A02-AF6B-1FA76B51932A,Android
6CAA3603-5E64-4059-A5C1-6BDEC2D5729D,iOS
61C1A405-9ED9-4877-A6B0-B1813977DABB,iOS
13E5FACE-1D1C-4400-878A-97435FB41D39,iOS
BFD2311C-139F-41EF-9DD3-321EFCA986F5,iOS
1FAFA9BA-FB4E-461E-9CDA-62C948D78AAA,iOS
327FA2F0-9624-49CB-94BA-20D1144468F4,Android
7F13F19B-A2AA-47A0-8CD5-9DE508754326,Android
7B9661BE-48E5-41A0-9466-5AAC13EFFE41,iOS
BAD3FED0-F455-4824-9A72-485F1A3BC497,Android
C4AB994B-F755-4938-9AC6-DD3A788EB22E,iOS
2C932C14-4A57-4FCF-B460-356EF642A60E,Android
A8D9604C-CF33-4791-A9DD-3D3433BEF232,Android
933B4AC4-8EEF-4740-91ED-D67A0248809D,iOS
FFDBB4C7-2EE4-4BCE-B7D7-5E2987229F00,iOS
A01FA0DF-C385-4B2E-AE78-87AA32CB11EA,iOS
93A4F839-694D-4CFA-B9A7-B78A474D021A,Android
3206163C-A9A2-40C6-A3FA-B8D0820F88A0,Android
26E3B624-60DA-499A-84C4-68F8907273A3,iOS
E9F8B16E-817A-416A-A8A5-44BE59FFBB9E,iOS
01B61AE3-9CC2-4631-84E1-AFA3A31BBC0D,iOS
A6307EB3-7EEF-4097-B76B-0F62B6302D63,iOS
4EB45E08-3295-4F81-8E86-C311252674CD,iOS
EF41B142-5EAC-4776-86AA-F6F04E997CD9,iOS
2785D725-7E8B-49EA-ADB7-C2DE8BA27ABF,iOS
AB8B8C1E-A494-4238-B7D4-F3CB3BF88F25,Android
D79DD9F6-EA34-4B2B-9B82-EF252DEC2293,Android
606CFC01-CF3F-4214-BB2D-EA3C31BF3F5F,iOS
6774CE0F-8918-4872-9B32-82056DD2E77C,Android
7DC23FAA-9432-483F-AF62-615E13A0B9B5,Android
3A1281A7-88D8-4044-B573-442A7B75650F,iOS
65EF5CAA-80F2-47BD-95E6-75B1750C3A09,Android
A984B2CC-575A-44C2-AB2E-0A4C07B00AA7,iOS
E2E76F41-484B-4BDC-9E53-9E15AE4BCCC0,Android
D60B2C9A-C55A-49ED-B060-1697423DFC53,Android
22A16A73-8470-47BE-AB1D-B881B1304F9C,Android
1B653E73-6F5E-4D4B-9F82-1CDCDF982BBA,Android
66EE6544-2CAC-4924-AE3C-52D242DD2CC7,iOS
983A61EB-574A-4D75-B8B0-B8052FB276AA,iOS
EE0B5BA5-263B-4CA6-B14A-0B76140982FB,Android
351D759D-AFF4-4455-BE06-FBB515C4DDB3,Android
5D01834D-9C3D-4A81-8397-79D0AB2E600C,iOS
5C4550DB-D69F-4100-9B0A-387993997F55,Android
A18B58BF-0912-4546-A2DF-8194E05BB914,Android
5A8B0497-7BA5-4F6A-9664-96FE21D3B5B0,iOS
6D7F310B-1605-4BEB-97DD-B3225472B560,iOS
CC66ABF9-810E-4648-8456-84030D1AFE37,Android
84729AE3-CAF3-4E56-B062-45D0BFAEDCA8,Android
4E38EC10-5A06-44B7-8B42-46A15C17B34C,iOS
C72B911A-AC80-4FB8-A85A-76D84F33A9B6,iOS
38BCF750-1B79-4B0D-B6D4-F4943D3FF8C4,iOS
6463254B-2240-406B-A1B0-40544088FECC,iOS
BB6ACD35-C8D6-4445-B969-067656B04358,Android
64E0C4A7-8799-44D1-92EF-A407F4BB529F,iOS
3F6DA8CC-E583-4B67-A8FA-FCEC7D06511E,iOS
AF8B56D3-DB0C-435E-8B83-4C1381ABA96B,iOS
FD3D001C-0125-4233-A5DC-FA380867DD0E,Android
6B442C34-17F7-4031-AD36-1BA5A2AC87F9,Android
36239D2A-751F-4F81-8E61-649B9E832F31,iOS
EF96CC37-90C8-4114-8E6E-4B60DAC50D01,Android
2F68FBAA-219B-46A1-916C-C1657BE2ACA0,Android
D4A88116-EF1F-4F6C-B04B-FCC391BCAD87,Android
0AB279E1-22AC-400C-BD3C-642078B90DC4,iOS
1F93AFC4-2235-45F8-989D-420FA1D11E3D,Android
6F6B2475-9B18-4F53-BB26-19899B22A604,Android
6C449526-7295-409C-8C39-90A359355BAA,Android
007D6A8E-BFD3-42C0-A146-221CE977E1E3,iOS
1CCFB615-178A-4D3F-99D7-60A139FE6729,Android
334E6419-F85D-40F1-8EE1-0D41A014F3A8,Android
928D29FF-477E-4FA5-9F4E-6F331CBE50D9,Android
138F363E-280D-4DDA-B9E5-D1F1CCF29A7A,iOS
5E48F768-6CD6-40E0-AB46-C816024F06F3,Android
492D16AB-E9FA-4335-9E96-1ECAB3FDF8C0,Android
F72C4D07-A767-4663-8D44-F192833CD6B1,iOS
A6E091A1-5A40-412A-88B7-A1832F054420,iOS
C38FA25B-3F8A-40AA-8F44-910896C5E396,iOS
1A7602CB-6CC6-47E4-97D1-1C823FCEF48B,iOS
24A6B94A-5910-4777-98E5-5C5FF325E24D,Android
F3250650-AED9-47DE-AA34-58C1683FFCEA,iOS
2A667678-556C-4F06-8046-89CD847EA420,iOS
7AAE4761-618D-448C-8669-BFC61909A8E5,iOS
D2B2181C-1225-4653-846E-146CB7380640,iOS
3F1BAC81-E667-4F83-B157-23D2205148B4,iOS
ED04EDEA-F4AE-4230-9C26-F5215AB086F4,Android
56D10BAE-E306-46A4-A90A-AD19D14E9527,iOS
8469BE0F-1B41-4F7A-9815-FB61B8C260D5,iOS
D9B21CB7-D3BC-40AF-9720-B85D1CF36087,Android
3AD5429F-6190-428C-923D-F3D87707D534,Android
E654B97D-D4DC-4746-B1D2-5BC032E4CFA4,iOS
5E245CF1-D461-4ED4-94DF-50DD4E8EE291,iOS
39923731-2A69-4161-A892-54A587AF96D2,Android
B66157EF-9D94-408E-831C-B52664F532FD,iOS
80EAB30E-CB61-4280-8718-276287BEAFA4,iOS
DFA7F23A-297E-40F0-B628-39F1AED351CE,iOS
DDB76D97-FA8B-4FEF-A32B-F9EBD6B42931,Android
1744318E-27C8-4D18-8BAD-E834CF9D3AE6,Android
1DDFF448-3DDB-4EDF-AEBA-29DC1BF3DE33,Android
7843CE07-5BA4-4072-8468-357A42739963,iOS
CD81EC24-633E-4DEA-897D-EFE29562A8D9,Android
F426BDBB-D441-481B-A766-5B3039282F78,Android
444C94FD-1AE0-4E14-B9AC-96A1391E2089,Android
BEC034D1-43B1-415C-9678-4B4C599E0886,iOS
29743B65-2168-4F84-8AEE-E1EB6E1E58DA,Android
F0369D7A-8D92-42A4-8033-B729C5158973,iOS
D143A7D8-3E66-47F9-9944-FD276F9251DB,iOS
A2CCAB33-F9FC-47B7-80F7-E253741856E9,Android
7A82BC9F-F21C-47AB-90A5-6CBEAAE81090,Android
164FD4D5-E893-4EFE-9262-D19A5C68E8EB,Android
1C456A5E-0DA4-43C1-89A9-78B458C00A5F,iOS
8CF4F6F3-F46C-4EE1-AD71-4F69D80E593C,iOS
CD65A59C-7BC2-4279-B785-7C96A89D8149,Android
AED3EF2B-C225-478A-9C06-29BD6B8E6A13,Android
DF2C589D-BF07-4E62-AC6B-749C7B9A8EC4,Android
DDBA0956-AA59-498F-962C-524BD680FCE3,iOS
5BC02FAE-0F5F-4BF7-920F-46CAB609279B,Android
15F81A5F-E9A3-45F2-9CE5-D88156CD5C80,iOS
A2609BA1-7A05-41D2-B7C4-BB49D5D0C5DE,iOS
C72B3CA2-EE5C-4166-B860-5124F699A8FD,iOS
8B76DEE8-78E9-4E4D-812B-390BD68D8C8B,Android
7E9D8CA1-0CB3-4018-BF68-8F2D4A539BDD,Android
1A0DA7AE-F0C3-4D11-B470-C4F3A32A7BFC,iOS
7D0620A6-5586-478C-9FAA-37574EBFFCE2,Android
A3725DC6-18D9-47D4-8C20-F9FB3CADCC05,Android
18B094F7-DF62-4EC6-AFA2-3DE67360CD5D,Android
69A2DB7F-8B6F-4D91-A566-C2475DB97D51,iOS
4D2EDC3A-DC88-41F5-A85F-9B44A7D4DB6C,iOS
18D27948-9E2D-4250-BA4A-0D28F924DF14,iOS
E01C25C5-2A19-4548-950D-4E367784133B,Android
10EF2AF7-586C-4C1F-9B1D-68CB408BC1CA,iOS
1535C735-8CEB-449C-8F3E-2961E635290B,Android
43A9DD91-4D59-4679-910C-A61F85664A3E,iOS
4434C3A8-3C8C-4B62-B82A-AE4579818FBC,iOS
2BEA3571-9BB8-4291-8EBA-C130C17CD244,iOS
EBDE6529-DCB5-40CF-8DFE-F8D8FC5C522D,Android
7B61A9B3-A943-42C0-8D1D-5C8C0070096B,iOS
9F8FCE8A-91E3-42A4-811B-1731AC91EC26,Android
CC47FE52-218B-4CE2-BA01-A0B8CB1FCE65,Android
34A0DF67-308C-4F35-8E8D-4CA32A797D48,Android
E15B1989-96A5-4B3A-B540-15801929D2F4,Android
92F24975-3693-4AD1-9FD9-2DCCC9FD09EC,Android
25E0A00E-37B2-4F94-8195-CCBEFF5D9DD3,Android
F0295485-1A45-4990-8BB3-6DA92AB1E92C,iOS
7E3F2D5F-2267-4E12-A501-439D7015B146,Android
7B6A86D8-3506-4AFF-AD54-FB07D9DFC912,iOS
61689FA8-5D26-4843-9B3B-036B357749B6,iOS
085E0959-1001-4056-8816-7ECA6905E174,iOS
428415BE-9761-4557-A784-BA0959F88555,iOS
F759A1F2-0DBF-4D72-9B71-5E6728ED4508,iOS
F4970997-0A11-4DAA-AA42-59448D2E5B35,iOS
84C4FC2F-D717-4DB0-9744-F312FE16FE6F,Android
F3CA913C-C9C4-49B7-B128-98D9037F3C51,Android
11BAE963-7C9E-44C1-9804-11FF5A408EB9,Android
2143F82C-3817-40FB-A6E1-DDE941862D43,Android
79F16A79-EEAC-4210-AAD3-104046646601,Android
3DA808C1-803F-49F0-B4E3-B63FB3939DAA,iOS
8EA8AF10-6BBF-444F-A52E-C3ECD8EA6A1A,iOS
2A5D26C1-16EC-4D55-A88F-CAD310C66FB9,Android
A1494DC4-D911-43DC-9631-044AE4AF2F73,Android
4AA01338-49DB-4B99-8D01-9200FDA8232E,Android
518401DD-29A1-48FA-A85F-89381742D9C0,iOS
D78E612E-6E70-4348-AFF8-5D95E9C5D8A3,iOS
230EF14A-261F-4708-B714-B29029CEBC65,Android
17AFE8C2-95A5-4343-919E-F559A08FCD3C,Android
9DB640C8-0616-48FF-B2BD-AE4E3AEFB873,iOS
025B6E2B-AA05-4222-AECE-19C0B155F7B0,Android
B566008C-3B22-4EC6-8981-77F29EBB6AA6,iOS
22388F5F-718B-46E5-81AE-3B20A9CF6440,Android
0DFB0109-4027-47B1-A696-877493510F0F,iOS
9EFA7D05-C3D9-4194-B307-6364B2D01FB2,iOS
020A3C72-62B8-4C00-8EAE-938B2FBA6440,Android
826EF85F-7EE1-4985-8C81-97320A5DF0F8,Android
A2D2710B-DC23-4648-98E7-4DFD2BF113C7,iOS
1A2DEEF0-3254-4B03-8CEA-E7B821B87455,iOS
98B7639C-A2D7-4298-A851-94F7BA80098C,Android
E5AF3807-AF68-4E3D-B901-0487388CF9B6,Android
D5DF1CA1-B235-435E-B699-E831801D5B8D,Android
174C8CBE-89FB-43CC-9F7E-5409CB93523B,iOS
2F081D53-2D7C-4E18-87D1-E3FFA6053437,Android
BE807014-8105-44C1-8093-2D27B12AFF92,Android
77DF8477-9E0C-42BB-A9C1-B5E5E5AC4380,iOS
37392E00-0A4D-4FEB-A8D7-65B33FBF5EBA,iOS
BB294EB1-2B5A-49E8-B48A-2E9C62227432,iOS
D15F40B6-914C-4525-9B56-64D7B5FB0C8C,Android
6CD09DB0-B65D-40CA-931A-42681A23A998,Android
88AC9D9B-FA99-49B6-A5D4-93A3056FEEED,Android
CFF6186D-3C5A-4E14-8A93-D0B4A321E77E,Android
16DC9382-0600-4982-8D86-E813FF91813E,Android
CABC7A31-B7BD-47BD-8C29-0998E8B17A15,Android
2372C992-F96C-45B3-9ECD-C0FFA68EC78C,iOS
12B95F56-F9FA-4C00-9BBC-2ABD6AF0EAE7,Android
E7E61D6A-A6E2-4A45-B576-070861272527,iOS
B48CDDED-55FD-4C94-9C6A-5CF59A24C1BC,iOS
AB8037B0-07CE-4AA8-ABA4-D260E24D8861,Android
12367D65-168A-48CF-B182-AB1FA21D4305,iOS
B41A782A-E26A-4552-9292-42F91FFDA516,iOS
5A9116CA-9FE5-4175-B872-E658B4981C04,Android
DDE9E171-7C91-4857-B4F8-693ED22EEC43,iOS
D2E9BB00-DCA9-4AF1-8056-D3761CA6021D,Android
360F0DCD-DB53-4BEF-96D4-9159C5AE2C10,Android
0010E8B2-6DC4-418F-81BB-E2252090F1AE,iOS
C20B6299-C5D8-48C0-AF37-127B3651FF74,Android
81E53F5B-D7C0-4E33-A09D-91B015BB43AD,Android
E5968BB9-0517-4625-9B92-54EB2FC64857,Android
04BC53FF-20D7-4B04-BC2D-7E0DBA43563B,Android
5E255B54-3C06-4E87-BB5C-C4F0E7741029,iOS
AA7EFCA6-C19D-4573-9E8E-61624F3757A5,Android
2D54BE04-B838-43BF-90AF-BDB47A43F3B0,Android
C8E0C6F1-E795-49D1-98AB-66A2B5A9C100,Android
CD4F9ED4-D4BA-472B-891D-7521AF0D6EFD,Android
8C64D2D5-4AC6-4A90-B1D5-C7FB17F3DE35,Android
9BEB4EF0-C05C-4DF5-9AD5-69234D01696D,iOS
48BE7528-6846-48ED-AC2A-183B8F774396,Android
EE3B6675-45C2-422E-895B-4C0BB88B50B4,iOS
E8F41D5C-A361-42DB-85A0-432E94CFEB12,iOS
CAB97301-E2B0-49D9-A720-348B9BDC7E51,Android
4480F8B1-875E-4699-BACF-A4450D0E5D7C,Android
8548622F-9659-4B71-A70A-A5A1DC01C94A,iOS
929A30A9-29FB-49CC-BF67-C38193390C2D,iOS
D5FA6631-DBA4-45F4-B485-1E2D89255568,iOS
3DFDEBEA-2CC6-4E09-85AB-9D97DC1D988D,Android
B00ECD3D-43E0-4B09-AC9B-CBFFB7EA3C65,Android
D63BF723-4F18-473A-B848-8D1D40DFB329,Android
4F838598-237E-4F5D-AF0A-3B241FB906A3,Android
59F40203-917E-4299-8CAE-62AD413FE5F0,Android
A0317B6F-677B-4B02-B5B6-46D3C41A2D62,Android
