Id,TrackToken,DeviceToken,IncomingTrackId,StartDate,EndDate,Distance,Duration,AccelerationCount,DecelerationCount,Rating,PhoneUsage,TrackOrigin,OriginChanged,AddressStart,AddressFinish,DistanceGPS,Urban,Region,Country,RatingOverSpeed,RatingAcceleration,RatingTimeOfDay,RatingPhoneUsage,OverSpeedMileage,MidOverSpeedMileage,HighOverSpeedMileage,OriginalTrackOrigin,CompanyId,RushHours,NightHours,DailyHours,RatingDeceleration,KOverSpeed,KAcceleration,KTimeOfDay,KDeceleration,MaxSpeed,AverageSpeed,PhoneUsageOverSpeed,PhoneUsageKm,PhoneUsageOverSpeedKm,KPhoneUsage,Prediction,EcoScoringFuel,EcoScoringTyres,EcoScoringBrakes,EcoScoringDepreciation,EcoScoring,Shared,CityStart,CityFinish,UpdateDT,CorneringCount,CorneringDuration,AccelerationICount,DecelerationICount,AccelerationIDuration,DecelerationIDuration,RatingCornering,VehicleId,BeaconId,DeviationRatio,DeviationMeters
5148159,8D210243-5BA6-4A71-BAF5-D113BBC53A46,564F7EC7-12C7-4679-8F92-1104C85B6879,20693187,2019-10-17 15:34:07.0000000 +03:00,2019-10-17 16:21:03.0000000 +03:00,43.5314451950019,46.93333333333334,0,1,5.0,7.2,OriginalDriver,False,"Заовражье 24А, Клинский район, Московская область, Россия","Ожогинская улица 21А, Солнечногорск, Солнечногорский район, Московская область, Россия",39.182,False,Московская область,Россия,5.0,5.0,5.0,5.0,4.094,0.326,0.0,,1061,0.0,0.0,46.93333435058594,4.760000228881836,1.0,1.0,1.0,0.9800000190734863,74.69647979736328,56.54531248787438,0.0,5.426,0.0,1.0,,100.0,100.0,100.0,0.0,70.0,0.0,Клинский район,Солнечногорский район,2019-10-17 13:25:08.590,3.0,4.0,1347.0,67.0,2383.0,130.0,,,,0.0,7.231596067456194
5147952,AA252FA2-753A-49D5-8EA9-EBCEF66E928B,67898D9A-04BE-4C1C-80CD-E92A818A3757,20690430,2019-10-17 22:33:56.0000000 +10:00,2019-10-17 22:50:18.0000000 +10:00,4.321552255322668,16.366666666666667,0,3,1.4500000476837158,0.0,OriginalDriver,False,"улица Агеева 49, Уссурийск, Приморский край, Россия","улица Агеева 58 стр 4, Уссурийск, Приморский край, Россия",4.19,True,Приморский край,Россия,0.3499999940395355,5.0,5.0,5.0,0.706,0.796,0.437,,1061,0.0,0.0,16.366666793823242,2.5,0.20000000298023224,1.0,1.0,0.699999988079071,88.74546813964844,32.97579151116224,0.0,0.0,0.0,1.0,,0.0,100.0,100.0,75.0,32.5,0.0,Уссурийск,Уссурийск,2019-10-17 12:58:47.137,0.0,0.0,13.0,32.0,0.0,315.0,,,,0.0,33.41666607555186
5148387,12F10DB8-6722-4E30-905E-472B92B4BD41,2930266F-2E4E-48DD-B8C2-002CFBDCB278,20696007,2019-10-17 15:33:50.0000000 +03:00,2019-10-17 15:57:14.0000000 +03:00,15.61599065248245,23.400000000000002,0,2,3.450000047683716,0.0,OriginalDriver,False,"Длинная улица 18, Всеволожск, Всеволожский район, Ленинградская область, Россия","Красногвардейский район, Санкт-Петербург, Санкт-Петербург, Россия",15.617,False,Санкт-Петербург,Россия,2.700000047683716,5.0,5.0,5.0,4.564,0.778,0.557,,1061,0.0,0.0,23.399999618530273,3.799999952316284,0.550000011920929,1.0,1.0,0.8799999952316284,83.27192687988281,44.994259973600116,0.0,0.0,0.0,1.0,,100.0,100.0,100.0,0.0,70.0,0.0,Всеволожский район,Санкт-Петербург,2019-10-17 13:55:30.080,0.0,0.0,27.0,1.0,82.0,4.0,,,,0.0,9.67163892747134
5147932,61EC615F-AFF0-4786-B883-92799E5E53DE,0A3D62A3-B2C8-414C-8A88-C2827DB2237C,20690337,2019-10-17 15:33:47.0000000 +03:00,2019-10-17 15:49:21.0000000 +03:00,7.6399219125073285,15.566666666666666,0,1,4.449999809265137,0.15,OriginalDriver,False,"Высокая улица 8, Нагатино-Садовники, Москва, Москва, Россия","Даниловский, Москва, Москва, Россия",7.381,True,Москва,Россия,4.449999809265137,5.0,5.0,5.0,0.912,0.149,0.0,,1061,0.0,0.0,15.566666603088379,3.75,0.8899999856948853,1.0,1.0,0.875,65.66484069824219,37.574261639681126,0.0,0.05,0.0,1.0,,100.0,100.0,100.0,75.0,92.5,0.0,Москва,Москва,2019-10-17 12:55:17.207,0.0,0.0,76.0,0.0,121.0,0.0,,,,0.0,13.091585142014399
5148148,7C88CC56-C8DE-46A2-AA6F-DCCDC1AE57DA,79773F45-204D-4BD5-8B8F-13574AAABDD3,20693124,2019-10-17 20:33:35.0000000 +08:00,2019-10-17 20:41:02.0000000 +08:00,4.454647601302829,7.45,0,0,5.0,0.9166666666666666,OriginalDriver,False,"улица Радищева 71, Правобережный округ, Иркутск, Иркутская область, Россия","улица Карла Маркса 23И, Правобережный округ, Иркутск, Иркутская область, Россия",4.291,True,Иркутская область,Россия,5.0,5.0,3.0,5.0,0.118,0.061,0.0,,1061,7.449999809265137,0.0,0.0,5.0,1.0,1.0,1.0,1.0,58.04179382324219,39.434135989920684,0.0,0.543,0.0,1.0,,100.0,100.0,100.0,25.0,77.50000762939453,0.0,Иркутск,Иркутск,2019-10-17 13:22:45.257,0.0,0.0,5.0,37.0,11.0,110.0,,,,0.0,7.923122637030717
5147974,6FDA6657-C7D0-4732-9BDD-2D6C67A18BB2,D1950779-2A4B-423D-AA6D-B1401F60B3B3,20690657,2019-10-17 15:33:34.0000000 +03:00,2019-10-17 15:41:13.0000000 +03:00,4.926799393713182,7.65,4,6,0.75,1.55,OriginalDriver,False,"улица 1-го Мая 31, Валуйки, Валуйский район, Белгородская область, Россия","улица Ленина 199А, Валуйки, Валуйский район, Белгородская область, Россия",4.824,True,Белгородская область,Россия,1.399999976158142,1.25,5.0,5.0,0.716,0.541,0.273,,1061,0.0,0.0,7.650000095367432,0.0,0.2800000011920929,0.637499988079071,1.0,0.4000000059604645,83.80773162841797,37.729576275519044,0.0,0.846,0.0,1.0,,100.0,0.0,100.0,100.0,95.00000762939453,0.0,Валуйский район,Валуйский район,2019-10-17 13:01:16.837,0.0,0.0,69.0,60.0,110.0,103.0,,,,0.0,4.826217802498512
5147962,A863A492-B677-49D4-8FB6-BAD8C4284BF8,C7DAEB4B-355D-4CFE-BA6B-863C5248368F,20690473,2019-10-17 15:33:29.0000000 +03:00,2019-10-17 15:52:28.0000000 +03:00,17.40389842822731,18.983333333333334,0,2,2.799999952316284,0.0,OriginalDriver,False,"А149, Сочи, Краснодарский край, Россия","Кирпичная улица 42, Адлер, Сочи, Краснодарский край, Россия",17.499,False,Краснодарский край,Россия,1.9500000476837158,5.0,5.0,5.0,3.362,1.253,0.667,,1061,0.0,0.0,18.983333587646484,3.930000066757202,0.4000000059604645,1.0,1.0,0.8949999809265137,94.89823913574219,64.9017284298996,0.0,0.0,0.0,1.0,,0.0,100.0,100.0,0.0,10.0,0.0,Сочи,Сочи,2019-10-17 12:59:06.287,0.0,0.0,120.0,0.0,268.0,0.0,,,,0.0,11.880947304855763
5148030,56A8AF93-C15F-4965-AF8F-7766D0B595D8,4B42E8B1-F36B-43E9-B469-495DFDE3F932,20691733,2019-10-17 19:33:19.0000000 +07:00,2019-10-17 19:38:33.0000000 +07:00,1.303003410705284,5.233333333333333,1,1,3.7094998359680176,0.43333333333333335,OriginalDriver,False,"улица Павловского 27А, Центральный район, Новокузнецк, Кемеровская область - Кузбасс, Россия","проспект Н. С. Ермакова 1 корп 1, Центральный район, Новокузнецк, Кемеровская область - Кузбасс, Россия",1.873,True,Кемеровская область - Кузбасс,Россия,3.549999952316284,3.75,3.0,5.0,0.014,0.051,0.0,,1061,5.233333110809326,0.0,0.0,3.75,0.7099999785423279,0.887499988079071,1.0,0.875,54.858558654785156,18.426431244497117,0.0,0.009,0.0,1.0,,100.0,100.0,100.0,25.0,77.50000762939453,0.0,Новокузнецк,Новокузнецк,2019-10-17 13:06:35.363,0.0,0.0,21.0,6.0,40.0,8.0,,,,0.0,5.28142401093998
5147892,21C04568-BC7A-4C8C-8400-4FC90D1070A3,5E255B54-3C06-4E87-BB5C-C4F0E7741029,20689671,2019-10-17 20:33:18.0000000 +08:00,2019-10-17 20:39:53.0000000 +08:00,1.9632554655288077,6.583333333333333,0,0,5.0,2.816666666666667,OriginalDriver,False,"Rochor Rd, Bugis, Singapore, Singapore, Singapore","Bukit Timah Rd 266, Bukit Timah, Singapore, Singapore, Singapore",1.846,True,Singapore,Singapore,5.0,5.0,3.0,0.11999999731779099,0.0,0.0,0.0,,1055,6.583333492279053,0.0,0.0,5.0,1.0,1.0,1.0,1.0,51.84878921508789,25.241806663193945,0.0,1.08,0.0,1.0,,100.0,100.0,100.0,100.0,100.00000762939453,0.0,Singapore,Singapore,2019-10-17 12:49:17.240,0.0,0.0,14.0,52.0,14.0,44.0,,,,0.0,21.155656731406125
5147886,20BA56CB-610C-489E-A26C-CED93A4F88AC,D0334296-D8B6-4759-A6FC-745A7A4875B1,20689627,2019-10-17 20:33:18.0000000 +08:00,2019-10-17 20:39:53.0000000 +08:00,1.9627014433894996,6.583333333333333,0,0,4.0,2.7666666666666666,OriginalDriver,False,"Rochor Rd, Bugis, Singapore, Singapore, Singapore","Bukit Timah Rd 266, Bukit Timah, Singapore, Singapore, Singapore",1.847,True,Singapore,Singapore,5.0,5.0,3.0,4.0,0.0,0.0,0.0,,1016,6.583333492279053,0.0,0.0,5.0,,,,,51.84878921508789,25.216475640700477,0.0,1.06,0.0,,,100.0,100.0,100.0,100.0,100.00000762939453,0.0,Singapore,Singapore,2019-10-17 12:48:48.030,0.0,0.0,13.0,50.0,15.0,41.0,5.0,,,0.0,21.112577661527244
5147939,1693E1BE-82D2-42FA-8B56-68E5CEA80810,B3E7C414-00C6-4BE1-8794-3164B690EF41,20690355,2019-10-17 16:32:59.0000000 +04:00,2019-10-17 16:46:38.0000000 +04:00,2.3607190235900135,13.65,0,1,4.75,0.08333333333333333,OriginalDriver,False,"Планерная улица 12, Кировский район, Саратов, Саратовская область, Россия","Геофизическая улица 44, Кировский район, Саратов, Саратовская область, Россия",2.272,True,Саратовская область,Россия,5.0,5.0,5.0,5.0,0.081,0.0,0.0,,1061,0.0,0.0,13.649999618530273,3.75,1.0,1.0,1.0,0.875,51.119998931884766,14.613891512155533,0.0,0.031,0.0,1.0,,100.0,100.0,100.0,25.0,77.50000762939453,0.0,Саратов,Саратов,2019-10-17 12:55:51.853,0.0,0.0,34.0,34.0,53.0,59.0,,,,0.0,23.60634785527672
5147859,AEC672CA-6F92-41AD-A23B-EAEA6D7A367B,52D15A97-CEA3-417D-9F61-44A5C60E0266,20689243,2019-10-17 15:32:59.0000000 +03:00,2019-10-17 15:35:05.0000000 +03:00,1.077479663293854,2.1,0,1,4.75,0.0,OriginalDriver,False,"Молодёжный проспект, Старый Оскол, Белгородская область, Россия","микрорайон Надежда 12, Старый Оскол, Белгородская область, Россия",1.078,True,Белгородская область,Россия,5.0,5.0,5.0,5.0,0.146,0.0,0.0,,1061,0.0,0.0,2.0999999046325684,3.75,1.0,1.0,1.0,0.875,60.39297866821289,36.31316734882111,0.0,0.0,0.0,1.0,,100.0,100.0,100.0,100.0,100.00000762939453,0.0,Старый Оскол,Старый Оскол,2019-10-17 12:43:02.640,0.0,0.0,2.0,0.0,6.0,0.0,,,,0.0,12.65173901090281
5148580,2746A4DA-3CAD-4D0B-A08B-5245DC04CE5D,5DBB38F2-4437-4947-8913-6A43389C618E,20698857,2019-10-17 17:32:40.0000000 +05:00,2019-10-17 19:16:05.0000000 +05:00,112.62805442200596,103.41666666666667,0,0,4.800000190734863,2.8,OriginalDriver,False,"АН6, Чебаркульский район, Челябинская область, Россия","улица Карла Маркса 45, Уйское, Уйский район, Челябинская область, Россия",111.518,False,Челябинская область,Россия,4.449999809265137,5.0,3.678312063217163,5.0,6.219,2.235,0.379,,1061,76.0999984741211,0.0,27.316667556762695,5.0,0.8899999856948853,1.0,1.0,1.0,90.64965057373047,70.07305046111424,0.0,3.404,0.0,1.0,,0.0,100.0,100.0,0.0,10.0,0.0,Чебаркульский район,Уйский район,2019-10-17 14:25:24.323,0.0,0.0,117.0,23.0,136.0,26.0,,,,0.0,10.713710945696407
5152517,E847D868-098F-41EB-A860-02D5CCC2CF7A,54EB32F0-1082-41BC-9614-02A7300CE121,20756474,2019-10-17 18:32:12.0000000 +06:00,2019-10-17 19:01:55.0000000 +06:00,10.158541116750897,29.71666666666667,0,0,5.0,2.05,OriginalDriver,False,"Советский округ, Омск, Омская область, Россия","улица Перелёта 18, Кировский округ, Омск, Омская область, Россия",10.159,True,Омская область,Россия,5.0,5.0,3.0,5.0,0.998,0.014,0.0,,1061,29.71666717529297,0.0,0.0,5.0,1.0,1.0,1.0,1.0,68.6514663696289,35.22529311256677,0.0,0.692,0.0,1.0,,100.0,100.0,100.0,50.0,85.00000762939453,0.0,Омск,Омск,2019-10-18 01:39:56.977,0.0,0.0,29.0,42.0,27.0,52.0,,,,0.0,9.633615669996027
5148025,0A10B1DE-1000-40A9-973A-E4C5660801E1,57D3F150-56A9-4F1E-9623-8D6F32844984,20691739,2019-10-17 17:31:46.0000000 +05:00,2019-10-17 18:00:17.0000000 +05:00,90.48404565747796,28.516666666666666,2,3,1.9500000476837158,0.0,OriginalDriver,False,"Привокзальная улица 2А, Ревда, Свердловская область, Россия","улица Калинина 56, Ревда, Свердловская область, Россия",11.429,True,Свердловская область,Россия,1.5499999523162842,3.2699999809265137,4.963776588439941,5.0,1.327,1.082,0.432,,1061,0.3333333432674408,0.0,28.183332443237305,2.559999942779541,0.3100000023841858,0.8650000095367432,1.0,0.7200000286102295,92.59385681152344,34.893359408808806,0.0,0.0,0.0,1.0,,0.0,100.0,100.0,75.0,32.5,0.0,Ревда,Ревда,2019-10-17 13:06:18.370,1.0,6.0,0.0,0.0,0.0,0.0,,,,0.0,7.404782518418599
5158962,89CE1A7A-78D2-46E2-AA97-AAC4D7C9C1C4,7076064F-697D-41B5-89AD-31336F069412,20841544,2019-10-17 15:31:44.0000000 +03:00,2019-10-17 15:37:28.0000000 +03:00,2.361021528357401,5.733333333333333,0,0,5.0,0.0,OriginalDriver,False,"Тушинская улица 13 корп 1, Покровское-Стрешнево, Москва, Москва, Россия","Волоколамский проезд 1, Покровское-Стрешнево, Москва, Москва, Россия",2.477,True,Москва,Россия,5.0,5.0,5.0,5.0,0.63,0.0,0.0,,1061,0.0,0.0,5.733333110809326,5.0,1.0,1.0,1.0,1.0,64.65415954589844,27.75978285074234,0.0,0.0,0.0,1.0,,100.0,100.0,100.0,100.0,100.00000762939453,0.0,Москва,Москва,2019-10-18 13:44:51.390,0.0,0.0,0.0,58.0,0.0,62.0,,,,0.0,5.058083239786201
5148049,053DE6A8-89CD-4780-AAC9-55EA3A7D2CED,2747D0B0-84D7-4F4C-A118-CC40B4FA0FFA,20691952,2019-10-17 17:31:36.0000000 +05:00,2019-10-17 18:04:42.0000000 +05:00,3.824807257064539,33.1,2,5,2.799999952316284,0.0,OriginalDriver,False,"проспект Ленина 97, Кировский район, Екатеринбург, Свердловская область, Россия","улица Черепанова 40, Железнодорожный район, Екатеринбург, Свердловская область, Россия",5.382,True,Свердловская область,Россия,5.0,2.5,4.57562255859375,5.0,0.392,0.164,0.0,,1061,5.599999904632568,0.0,27.5,1.25,1.0,0.800000011920929,1.0,0.44999998807907104,63.52756881713867,19.942450526589973,0.0,0.0,0.0,1.0,,100.0,100.0,100.0,75.0,92.5,0.0,Екатеринбург,Екатеринбург,2019-10-17 13:09:25.863,0.0,0.0,4.0,0.0,9.0,0.0,,,,0.0,7.726125360367392
5148172,10406667-69F5-4134-8712-C83DADC4DCD0,CAFA5A1F-8656-4C4A-8627-A0BB0C83BAC6,20693230,2019-10-17 15:31:28.0000000 +03:00,2019-10-17 15:42:00.0000000 +03:00,11.173291150431297,10.533333333333333,0,0,5.0,0.0,OriginalDriver,False,"Североморское шоссе, Кольский район, Мурманская область, Россия","Октябрьский округ, Мурманск, Мурманская область, Россия",10.975,False,Мурманская область,Россия,5.0,5.0,5.0,5.0,2.355,0.269,0.0,,1061,0.0,0.0,10.533333778381348,5.0,1.0,1.0,1.0,1.0,101.73600006103516,64.9181725045909,0.0,0.0,0.0,1.0,,0.0,100.0,100.0,50.0,25.0,0.0,Кольский район,Мурманск,2019-10-17 13:26:08.127,0.0,0.0,5.0,7.0,7.0,10.0,,,,0.0,18.31570072321712
5147940,827627AC-B893-4395-8873-7EE173E59AFB,A6B330B5-8F7C-4595-AA89-2D0D1576B837,20690358,2019-10-17 16:30:34.0000000 +04:00,2019-10-17 16:48:06.0000000 +04:00,5.013754148746932,17.533333333333335,0,0,5.0,0.0,OriginalDriver,False,"улица Пушкина 11, Энгельс, Саратовская область, Россия","улица Тельмана 150/3, Энгельс, Саратовская область, Россия",5.001,True,Саратовская область,Россия,5.0,5.0,5.0,5.0,0.372,0.0,0.0,,1061,0.0,0.0,17.53333282470703,5.0,1.0,1.0,1.0,1.0,62.97950744628906,26.192560278679714,0.0,0.0,0.0,1.0,,100.0,100.0,100.0,100.0,100.00000762939453,0.0,Энгельс,Энгельс,2019-10-17 12:55:54.280,0.0,0.0,0.0,6.0,0.0,17.0,,,,0.0,4.934978164364926
